"sa100662.pdf" "sa15145.pdf" "sa16564.pdf" "sa17261.pdf" "sa17581.pdf" "sa17862.pdf" "sa18881.pdf" "sa18884.pdf" "sa19033.pdf" "sa19068.pdf" "sa19228.pdf" "sa19515.pdf" "sa20582.pdf" "sa20674.pdf" "sa20821.pdf" "sa20947.pdf" "sa23082.pdf" "sa23179.pdf" "sa24558.pdf" "sa24889.pdf" "sa25115.pdf" "sa25124.pdf" "sa25137.pdf" "sa25435.pdf" "sa25739.pdf" "sa25740.pdf" "sa25779.pdf" "sa26377.pdf" "sa26413.pdf" "sa27517.pdf" "sa28092.pdf" "sa28156.pdf" "sa28192.pdf" "sa28435.pdf" "sa28438.pdf" "sa28665.pdf" "sa28845.pdf" "sa28969.pdf" "sa29001.pdf" "sa29028.pdf" "sa29119.pdf" "sa29606.pdf" "sa29706.pdf" "sa29729.pdf" "sa297291.pdf" "sa29775.pdf" "sa29826.pdf" "sa29874.pdf" "sa30296.pdf" "sa30317.pdf" "sa303171.pdf" "sa30705.pdf" "sa30791.pdf" "sa31219.pdf" "sa31229.pdf" "sa31230.pdf" "sa31346.pdf" "sa31687.pdf" "sa31729.pdf" "sa31851.pdf" "sa32021.pdf" "sa32037.pdf" "sa32309.pdf" "sa32829.pdf" "sa32866.pdf" "sa33077.pdf" "sa33092.pdf" "sa33099.pdf" "sa33151.pdf" "sa33221.pdf" "sa33222.pdf" "sa33324.pdf" "sa33364.pdf" "sa33386.pdf" "sa33420.pdf" "sa33438.pdf" "sa33473.pdf" "sa33641.pdf" "sa33656.pdf" "sa33671.pdf" "sa33807.pdf" "sa33869.pdf" "sa34031.pdf" "sa34166.pdf" "sa34188.pdf" "sa34199.pdf" "sa34290.pdf" "sa34665.pdf" "sa34708.pdf" "sa34732.pdf" "sa34809.pdf" "sa34845.pdf" "sa34932.pdf" "sa35000.pdf" "sa35027.pdf" "sa35028.pdf" "sa35029.pdf" "sa35060.pdf" "sa35233.pdf" "sa35562.pdf" "sa35834.pdf" "sa35913.pdf" "sa35949.pdf" "sa36132.pdf" "sa36234.pdf" "sa36601.pdf" "sa36703.pdf" "sa36918.pdf" "sa37558.pdf" "sa37682.pdf" "sa37685.pdf" "sa37812.pdf" "sa37860.pdf" "sa37864.pdf" "sa38025.pdf" "sa38348.pdf" "sa38626.pdf" "sa38690.pdf" "sa39089.pdf" "sa39090.pdf" "sa39518.pdf" "sa40720.pdf" "sa41065.pdf" "sa41175.pdf" "sa41416.pdf" "sa43404.pdf" "sa43484.pdf" "sa46203.pdf" "sa46372.pdf" "sa46613.pdf" "sa46731.pdf" "sa46805.pdf" "sa48325.pdf" "sa48418.pdf" "sa49445.pdf" "sa49614.pdf" "sa49935.pdf" "sa50844.pdf" "sa52224.pdf" "sa52732.pdf" "sa54668.pdf" "sa54684.pdf" "sa55578.pdf" "sa56426.pdf" "sa56599.pdf" "sa57216.pdf" "sa57357.pdf" "sa57495.pdf" "sa57496.pdf" "sa57497.pdf" "sa58074.pdf" "sa58099.pdf" "sa58261.pdf" "sa59574.pdf" "sa62696.pdf" "sa63172.pdf" "tdm.tfidf.median.rw"
"foreseen" 0 0 0 0.000379848295453108 0 0.000491262299921223 0 0.00230232822583927 0 0 0 0.000245285260189997 0 0.000434537786316634 0.000553227326862285 0.00209503956770529 0 0 0.0048870261659498 0.000775397792308093 0 0 0.000611797806525076 0.000637716019039998 0.000718510918329096 0 0.000946671605904096 0.00140744097160963 0.00168181107366135 0 0 0.000636384670357242 0 0.00096579249774612 0 0 0 0.000183190058354038 0.00113424467758556 0.000582288934290581 0 0 0.00113794962986885 0 0 0.000507412829132117 0.0005419169015131 0.000856259149160447 0 0 0 0 0 0 0.000690046988344355 0.00127743638387059 0.000818880475758547 0.00106335438523646 0 0.00171895633703639 0 0.000791247909412379 0 0 0.000725781564526474 0 0 0 0 0.00320871849580125 0 0 0 0 0 0 0 0.000425292301501387 0.00031449910456654 0.000239174779993032 0.0003664902399773 0 0 0 0.00139032272338025 0.00194965306748397 0 0 0.000290866657539236 0.000535021074332811 0 0 0.000281726670148908 0 0 0 0 0 0 0 0.00236300974496991 0.00249859227132065 0.000381751104697707 0 0.000412627082370381 0 0 0 0 0 0.000663752329017134 0 0 0 0 0 0.000338792172382461 0 0 0 0 0.000366306737954479 0.000597117056025698 0.000960845570058689 0 0 0 0.00106397297417494 0 0 0.00136847702402298 0.000351285804783773 0.00025648149524705 0 0.0057244743117581 0 0.000561636586091422 0.000364954513141118 0.001569257436814 0.000238054085982912 0 0.00033898054723505 0.00155822751233799 0.000839747264741375 0 0.000571910426080899 0 0 0.00031184476429782 0.000257401948153784 0 0.000329188182614599 0 0.000933624064628236 0 0 0
"forest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00355832691519419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00170620763787521 0.00183411831343021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forfá" 0 0 0 0 0 0 0 0 0 0 0 0.00586232324993945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forgo" 0 0 0 0 0 0 0 0 0 0 0 0.00146558081248486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"form" 0 0 0.000347736906985512 0 0.000135279350698259 0 0 0.000285884911823059 0 0.000303416130864713 0.000164713500110413 0.000533007717315653 0.000507388234924571 0.000539574658950435 0.000343476972099573 0.000433575742558683 0.000354743789366195 0.000541504468174149 0 0.000240706914628763 0.000319149766655759 0.000325042183987746 0.000379841066988188 0.000593898990460873 0.000446095018566564 0.000266182576127799 0.000293875483892647 0.00145637407946799 0.000522084997591351 0.00102300438717224 0 0.000197553039276477 0.000666980833927277 0.000449716780103441 0.000303294569914848 0.000448207961224073 0.00142001025814238 0.000398074123013238 0.000352103835584865 0.00072304035005488 0.000275682172799512 0.000301123009748393 0.000529880947158744 0.000482180411788191 0.000482180411788191 0.000472548843013396 0.000168227388112769 0.00106323489678014 0.000195109084151407 0.000376067186541212 0.000349019477412383 0.000476714890747771 0.000438092156543669 0 0.000428422889930651 0.000396554869831042 0 0.000770227140341892 0.000206950040051246 0.000355744006817415 0.00233649150156623 0.000245627270119228 0 0.000686953944199147 0.00022530453765103 0 0.000254034646479013 0.000864181788250525 0.000937374005086008 0 0.000209701730334476 0.000297221533768143 0 8.43010296778908e-05 0 0.000145413608626097 7.53107089641325e-05 0.000396070760293404 0.000195260058423384 0.000593976654772428 0.000568848246549038 0 0.00012909673371546 0.000481566950704491 0 0.000726277499047771 0 0.000473139529067162 0.000180587606514184 0.000498260144695564 0 0 0.000174912949747565 0.000131702026184318 0.000290047220884084 0.000290047220884084 0.000290047220884084 0 0 0.000223179023144888 0.000916937071835586 0 0.000118507083047505 0.000472548843013396 0.000256183839765638 0.000230378346472142 0 0.000184100984072826 0.000208488913937609 0 0.000206048787835454 0 0 0 0 0.000640459599414094 0.00052585665914661 0.000144746318643874 0 0 0.000527910213742998 0.000606467651918654 9.26815923735871e-05 0 0.000321044633802994 0 0.000358778789813962 0 0.000137340937319931 0.000308737049962259 0.000849633273296812 0.000109049733003091 0.000238858828304836 0.000477165613934737 0 0.000114353964729224 0.000523046922966923 0.00022658582655117 0.000121786236568124 0.000369495922738901 0.000535831856248202 0.000736608663546319 0.000362790693214438 0.000391024404187737 0 0.000177538284828203 0.00047166557414795 0.000313597036664233 0.000387224167011488 0.000319621383368149 0.00113667154130249 0.000408759852325842 0.00116036671751603 0.000579650265319648 0.00104561221893296 0.000471623596079763 0.000297221533768143
"formal" 0 0 0 0 0 0 0 0.00270767560477429 0 0 0 0 0 0 0.00162657100758673 0 0 0 0 0.00113989268703375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000538606144940078 0 0 0 0 0 0 0 0 0 0.00125876492300602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000798432628222975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00173690043639591 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00264963969011172 0 0.000996099611203433 0 0 0 0 0.0017949942422998 0 0 0 0 0.00339806872106271 0 0.00130078465193075 0 0 0 0 0 0 0 0 0.00107302080237089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"format" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00231917605040028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00145563266837297 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00129417292332572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00142694444353732 0 0 0 0 0
"former" 0 0 0 0 0 0 0 0 0 0 0.0028593578928305 0 0 0 0 0.00188167366486956 0 0 0 0 0 0 0.00329694151416181 0 0 0.00231040943661199 0.00255077812023466 0 0 0 0 0 0.00144731375280275 0 0 0 0.00136948821128064 0.000493600092978102 0 0 0 0 0 0 0 0 0.00146017876393878 0 0 0 0 0 0 0 0 0 0 0 0.00179628333453376 0 0 0 0 0 0.00195559655884658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00205081287070053 0 0 0.00562568873092851 0 0 0 0.00178846065261962 0 0 0.00608407818307824 0.00242823519502014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"formul" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00303684961186421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"formula" 0 0 0 0.00154625362117598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0038195260669295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00231613351562057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00900812000721395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000973612029026066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fornefeld" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00275856065702623 0.00232837102152522 0 0 0 0 0 0.0024583266134243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00276867586111171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fornel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forno" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00312240547385109 0.00289783412580094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"förordn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00472771071957317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"förordningen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0037553619684857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forstwirtschaft" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00489281545927619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forth" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00301364431706206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00190462320838322 0 0 0 0 0 0 0 0 0.00224484139280369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00128806799484889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0011802264441923 0 0 0 0 0 0 0 0 0 0 0 0.00199228369077743 0 0 0 0 0 0 0 0 0.00699086822000367 0.0048096545666243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forthcom" 0 0 0 0 0 0.00180420922514289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00234207494602753 0.00263880217843526 0 0 0 0 0 0 0 0 0 0 0 0 0.000672783548197813 0 0 0 0 0 0 0 0.00186352363579053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000878392957395968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000896865070459572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fortiori" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00259636572304428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forward" 0 0 0.00124044084434593 0.00084125847917168 0.000965132136576516 0 0 0.00203960703787092 0 0 0 0.00054323872825208 0 0 0 0 0 0 0 0.00171729075875427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000811430203768357 0 0 0.00196681698335112 0 0 0 0 0 0.00120019543028493 0 0 0 0 0 0 0 0 0 0 0 0.00147645692626632 0 0 0 0 0 0 0 0.000604125216586374 0 0 0 0.000498696162168253 0 0 0.000601434235666168 0 0.000518716811014424 0.000537294014751511 0 0 0.000529705711679304 0 0 0 0 0 0 0 0 0.000644188864060375 0 0 0 0.000623946330439254 0 0.0006897674886695 0.0006897674886695 0.0006897674886695 0 0 0 0 0 0 0 0 0 0 0.000656721721337814 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000270422563402873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000808272887800387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foster" 0 0 0 0 0 0.000585218454753226 0 0 0 0 0 0 0 0 0 0 0.00136130478415886 0 0 0 0 0.000623663462729715 0 0 0 0 0.00112772686700117 0 0 0 0 0 0.000639873217928417 0 0 0.000859983543337778 0.000605465695997293 0.000872903969169175 0 0 0.0010579112925692 0 0.000677793842602663 0 0 0 0.00129112195973112 0 0.000748717631287375 0.000721565923843769 0.000669669066250579 0 0.00168114838506656 0 0.000822021621221 0.000760875958458621 0 0.000422241919970205 0 0.000682571524763866 0 0.000942577679881575 0 0 0.00172918119606846 0.00161930011671963 0.000324946801945751 0.00331623791026828 0.000719421597175585 0 0.000536477268586337 0 0 0.000323499377438197 0 0.000558014677179219 0.000577999285593914 0 0.000749296984626003 0.000284918047214105 0.000873166338862342 0 0 0 0 0.000929013242531184 0 0 0.000346496232036619 0.00063734629429465 0 0 0.000335608180382973 0 0.000371012057393999 0.000371012057393999 0.000371012057393999 0 0 0 0.000703736533283676 0 0.000454762744113183 0 0.000491543893298649 0 0 0 0 0 0 0 0 0 0.00107354930132853 0 0 0 0.000861513763165781 0.000861513763165781 0 0 0 0 0 0 0 0 0 0 0 0.000418470816680353 0 0 0 0 0 0.000434753727835231 0 0 0 0.000403812122518072 0.0004640614072516 0.000500176379028067 0 0 0.000904992027848914 0 0.000371486497365091 0.00122652497757864 0.00145396617086838 0.000392146923514446 0 0.0003707279746548 0 0.000517092276503206 0
"found" 0 0.000532999290114358 0.000418173076488435 0.000283602114490755 0.000650723936751482 0.000366785974019067 0.000469743440410384 0.000687585186945108 0 0 0.000396154389693352 0 0.000610162726216705 0 0 0.000521399076469258 0 0.000651189404517399 0.00364874864735601 0.000578927050884149 0 0.000390881402969224 0.000456780124192335 0.000476131165018475 0 0 0.000706803406455997 0.000350274254526866 0.000627836405182982 0 0 0.00095027430847111 0.000401040875557411 0 0.00218837208537337 0 0.00037947594310768 0.000136773255335836 0.000423424552332709 0.000434748227084682 0.000331523229248115 0.000362117258359317 0 0 0 0.000378844272790397 0 0.000639299710333795 0.000469259168822332 0.000452241821915213 0.000419715439149527 0 0 0 0 0.000476879406765492 0 0.000264640345207943 0 0.000427802061802314 0 0.000590761056142325 0 0 0 0 0.000407321157724977 0 0.000450897864049194 0 0.000336237409977959 0 0 0.000405506809583663 0 0.000349735992130359 0.000362261355955163 0 0.000234811139415869 0.000357145071602716 0.000273628730843199 0 0.00031049208305434 0 0 0.000873389306858321 0 0 0.000217166695495068 0 0 0 0.000210342603400029 0 0.000232532001919623 0.000232532001919623 0.000232532001919623 0.000664498385047681 0 0 0 0 0 0 0 0.000554085689297215 0 0.000442783456962706 0.000501439155888363 0 0 0 0 0 0 0.000770188483515502 0.000505897631294984 0.000348131085091902 0.00161986261123723 0.00161986261123723 0.000423227702238644 0.000273491724669134 0 0.000717385963369049 0.00077214825064913 0 0 0 0.00033032031477334 0.000742547135004342 0.00102173152358622 0 0.000574482196580978 0.000573818334393523 0 0.000275034074778043 0.000838657565652072 0.000272482127361665 0.000292909519792575 0.000177735803888193 0.000257747108583047 0.000253089459970899 0.000290850730835567 0.000313485808373045 0 0 0 0 0 0.00019218129354345 0 0 0 0.000232353952913559 0 0.000162043928002016 0.000217166695495068
"foundat" 0 0 0 0 0 0 0 0.0357462145017593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00600799593783932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00343242470176809 0.00262969790250475 0.00283435070070244 0 0.000965168202959647 0 0 0 0 0.00411959681423417 0.00111108996150646 0 0.00315120767030623 0 0 0
"fourth" 0 0 0 0.00111681074788821 0 0 0 0 0.00365439602519996 0 0 0.000721175316982731 0 0 0 0 0 0 0 0.00227978537406751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00107721228988016 0 0 0.00261104333628635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00177561292754886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000987320986152894 0 0 0 0 0 0 0 0 0 0 0 0 0.00035899884845996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0012344912192566 0 0 0 0 0.000916870204788019 0 0 0.000967862446199016 0 0.000914998085942102 0 0 0
"foxford" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00187913392284298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"foz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00312240547385109 0.00289783412580094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fraction" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00487997066681852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000629421411862833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fragil" 0 0 0 0 0 0.00253239412524668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00520745834205654 0 0 0 0 0 0 0 0 0
